,free_bikes,postCode,rating,category,price,street,price_c,category_c,street_c,postCode_c
29634,2,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
29731,2,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
29732,2,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
29733,2,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
29734,2,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
29735,2,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
29736,2,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
29737,2,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
29738,2,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
29739,2,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
29740,2,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
29741,2,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
29771,2,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
29868,2,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
29869,2,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
29870,2,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
29871,2,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
29872,2,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
29873,2,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
29874,2,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
29875,2,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
29876,2,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
29877,2,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
29878,2,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
29908,2,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
30005,2,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
30006,2,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
30007,2,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
30008,2,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
30009,2,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
30010,2,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
30011,2,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
30012,2,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
30013,2,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
30014,2,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
30015,2,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
30045,2,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
30142,2,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
30143,2,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
30144,2,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
30145,2,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
30146,2,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
30147,2,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
30148,2,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
30149,2,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
30150,2,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
30151,2,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
30152,2,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
30182,2,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
30416,2,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
30417,2,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
30418,2,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
30419,2,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
30420,2,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
30421,2,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
30422,2,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
30423,2,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
30424,2,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
30425,2,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
30426,2,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
30456,2,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
31101,2,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
31102,2,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
31103,2,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
31104,2,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
31105,2,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
31106,2,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
31107,2,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
31108,2,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
31109,2,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
31110,2,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
31111,2,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
31141,2,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
31238,2,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
31239,2,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
31240,2,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
31241,2,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
31242,2,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
31243,2,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
31244,2,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
31245,2,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
31246,2,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
31247,2,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
31248,2,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
31278,2,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
32608,2,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
32609,2,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
32610,2,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
32611,2,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
32612,2,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
32613,2,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
32614,2,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
32615,2,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
32616,2,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
32617,2,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
32618,2,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
32648,2,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
33156,2,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
33157,2,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
33158,2,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
33159,2,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
33160,2,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
33161,2,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
33162,2,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
33163,2,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
33164,2,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
33165,2,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
33166,2,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
33196,2,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
36307,2,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
36308,2,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
36309,2,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
36310,2,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
36311,2,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
36312,2,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
36313,2,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
36314,2,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
36315,2,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
36316,2,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
36317,2,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
36347,2,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
37540,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
37541,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
37542,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
37543,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
37544,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
37545,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
37546,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
37547,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
37548,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
37549,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
37550,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
37580,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
37677,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
37678,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
37679,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
37680,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
37681,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
37682,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
37683,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
37684,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
37685,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
37686,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
37687,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
37717,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
37814,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
37815,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
37816,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
37817,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
37818,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
37819,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
37820,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
37821,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
37822,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
37823,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
37824,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
37854,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
37951,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
37952,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
37953,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
37954,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
37955,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
37956,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
37957,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
37958,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
37959,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
37960,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
37961,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
37991,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
38088,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
38089,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
38090,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
38091,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
38092,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
38093,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
38094,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
38095,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
38096,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
38097,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
38098,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
38128,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
38225,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
38226,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
38227,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
38228,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
38229,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
38230,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
38231,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
38232,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
38233,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
38234,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
38235,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
38265,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
38362,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
38363,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
38364,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
38365,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
38366,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
38367,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
38368,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
38369,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
38370,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
38371,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
38372,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
38402,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
38499,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
38500,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
38501,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
38502,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
38503,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
38504,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
38505,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
38506,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
38507,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
38508,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
38509,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
38539,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
38636,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
38637,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
38638,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
38639,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
38640,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
38641,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
38642,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
38643,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
38644,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
38645,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
38646,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
38676,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
38773,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
38774,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
38775,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
38776,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
38777,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
38778,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
38779,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
38780,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
38781,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
38782,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
38783,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
38813,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
38910,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
38911,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
38912,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
38913,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
38914,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
38915,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
38916,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
38917,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
38918,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
38919,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
38920,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
38950,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
39184,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
39185,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
39186,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
39187,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
39188,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
39189,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
39190,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
39191,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
39192,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
39193,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
39194,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
39224,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
39869,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
39870,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
39871,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
39872,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
39873,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
39874,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
39875,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
39876,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
39877,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
39878,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
39879,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
39909,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
40006,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
40007,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
40008,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
40009,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
40010,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
40011,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
40012,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
40013,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
40014,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
40015,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
40016,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
40046,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
41376,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
41377,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
41378,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
41379,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
41380,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
41381,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
41382,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
41383,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
41384,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
41385,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
41386,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
41416,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
41924,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
41925,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
41926,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
41927,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
41928,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
41929,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
41930,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
41931,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
41932,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
41933,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
41934,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
41964,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
45075,5,M5A3C4,4.0,Europe,Moderately, Trinity Street,2,5,33,18
45076,5,M5A3C4,3.5,American,Expensive, Tank House Lane,0,1,32,18
45077,5,M5A3C4,3.5,Europe,Expensive, Tank House Lane,0,5,32,18
45078,5,M5A3C4,3.0,FastFood,Expensive, Tank House Lane,0,7,32,18
45079,5,M5A3C4,3.0,Bars,Moderately, Tank House Lane,2,3,32,18
45080,5,M5A3C4,3.5,Asian,Moderately, Gristmill Lane,2,2,19,18
45081,5,M5A3C4,3.5,FastFood,Moderately, Gristmill Lane,2,7,19,18
45082,5,M5A3C4,3.0,Europe,Moderately, Trinity Street,2,5,33,18
45083,5,M5A3C4,4.5,Cafe,Moderately, Gristmill Lane,2,4,19,18
45084,5,M5A3C4,4.5,Cafe,Expensive, Tank House Lane,0,4,32,18
45085,5,M5A3C4,4.0,FastFood,Inexpensive, Trinity Street,1,7,33,18
45115,5,M5A3C4,4.0,Cafe,Moderately, Trinity Street,2,4,33,18
46316,22,M6K1M2,4.0,Asian,Moderately, Queen Street W,2,2,26,36
46317,22,M6K1M2,4.0,American,Inexpensive, Queen Street W,1,1,26,36
46336,22,M6K1M2,4.0,Asian,Moderately, Queen Street W,2,2,26,36
46337,22,M6K1M2,4.0,American,Inexpensive, Queen Street W,1,1,26,36
46512,15,M6K3C5,4.0,Europe,Moderately, King Street W,2,5,21,38
46513,15,M6K3C5,4.5,Cafe,Inexpensive, King Street W,1,4,21,38
46525,15,M6K3C5,4.0,Europe,Moderately, King Street W,2,5,21,38
46526,15,M6K3C5,4.5,Cafe,Inexpensive, King Street W,1,4,21,38
46616,3,M5R1V7,4.0,Cafe,Moderately, Dupont Street,2,4,13,22
46622,3,M5R1V7,4.0,Cafe,Moderately, Dupont Street,2,4,13,22
46625,3,M5R1V7,4.0,Cafe,Moderately, Dupont Street,2,4,13,22
46637,0,M5R1V7,4.0,Cafe,Moderately, Dupont Street,2,4,13,22
