,POI,latitude,longitude,address,city,postCode
219,Golf Course,43.694974,-79.288722,"M1L Toronto, Toronto ON M4C 5S8",Toronto,M4C 5S8
220,Employment Agency,43.69102,-79.289832,"3036 Danforth Ave (at Victoria Park Ave), Toronto ON M4C 1N2",Toronto,M4C 1N2
221,Office Building,43.696021,-79.287436,"40 Teesdale Pl (Pharmacy), Scarborough ON M1L 1L3",Scarborough,M1L 1L3
222,Liquor Store,43.69109,-79.285725,"3111 Danforth Ave (at Victoria Park Ave), Toronto ON M1L 1A9",Toronto,M1L 1A9
223,Beer Store,43.692174,-79.28627,"3130 Danforth Ave (at Victoria Park Ave), Scarborough ON M1L 1B2",Scarborough,M1L 1B2
224,Dining and Drinking,43.691217,-79.289441,"3040 Danforth Ave, Toronto ON M4C 1N2",Toronto,M4C 1N2
225,"Shipping, Freight, and Material Transportation Service",43.691604,-79.287958,"3096 Danforth Ave (Victoria Park), Toronto ON M1L 1B1",Toronto,M1L 1B1
226,Community Center,43.691251,-79.287388,"3079 Danforth Ave (Victoria Park), Toronto ON M1L 1A8",Toronto,M1L 1A8
227,Italian Restaurant,43.691218,-79.288256,"Danforth Ave, Toronto ON M1L 1B1",Toronto,M1L 1B1
228,Farmers Market,43.679994,-79.423753,"601 Christie St (St Clair Avenue West), Toronto ON M6G 4C7",Toronto,M6G 4C7
229,Café,43.68163,-79.425185,"671 Saint Clair Ave W (at Christie St.), Toronto ON M6C 1A7",Toronto,M6C 1A7
230,BBQ Joint,43.681565,-79.425314,"679 Saint Clair Ave W (at Christie St), Toronto ON M6C 1A7",Toronto,M6C 1A7
231,Bakery,43.681406,-79.425944,"693 Saint Clair Ave W (Christie), Toronto ON M6C 1B2",Toronto,M6C 1B2
232,Persian Restaurant,43.68195,-79.425423,"672A St Clair Ave W (Christie & St. Clair W), Toronto ON M6C 1B1",Toronto,M6C 1B1
233,Fish and Chips Shop,43.682273,-79.424071,"636 Saint Clair Ave W (at Wychwood Ave), Toronto ON M6C 1A9",Toronto,M6C 1A9
234,Filipino Restaurant,43.682273,-79.424071,"634 Saint Clair Ave W (Wychwood Avenue), Toronto ON M6C 1A9",Toronto,M6C 1A9
235,Sushi Restaurant,43.682663,-79.421794,"570 St Clair Ave W, Toronto ON M6C 1A5",Toronto,M6C 1A5
236,Ice Cream Parlor,43.682023,-79.419025,"36 Vaughan Rd (btwn Ellsworth Ave. & Hocken Ave.), Toronto ON M6G 2N3",Toronto,M6G 2N3
237,Ice Cream Parlor,43.681566,-79.427607,"283 Rushton Rd, Toronto ON M6C 2X6",Toronto,M6C 2X6
238,Drugstore,43.689378,-79.394328,"1507 Yonge St (at Delisle Ave.), Toronto ON M4T 1Z2",Toronto,M4T 1Z2
239,Dentist,43.691819,-79.395513,"1650 Yonge St (North of st clair), Toronto ON M4T 2A2",Toronto,M4T 2A2
240,Church,43.690238,-79.395635,"1570 Yonge St, Toronto ON M4T 1Z8",Toronto,M4T 1Z8
241,Shoe Store,43.68999,-79.395174,"1566 Yonge St (Heath), Toronto ON M4T 1Z7",Toronto,M4T 1Z7
242,Fried Chicken Joint,43.689827,-79.395102,"1560 Yonge St (Heath St E), Toronto ON M4T 2S9",Toronto,M4T 2S9
243,Asian Restaurant,43.688692,-79.394499,"1496 Yonge St (St. Clair), Toronto ON M4T 1Z6",Toronto,M4T 1Z6
244,Dining and Drinking,43.687652,-79.394895,"21B St Clair Ave W, Toronto ON M4V 1K6",Toronto,M4V 1K6
245,Bar,43.68992,-79.394602,"1535 Yonge St, Toronto ON M4T 1Z2",Toronto,M4T 1Z2
246,Pizzeria,43.689541,-79.394401,"1521 Yonge St, Toronto ON M4T 1Z2",Toronto,M4T 1Z2
247,Fast Food Restaurant,43.698371,-79.395763,"21 Davisville Ave (at Yonge St.), Toronto ON M4S 1G3",Toronto,M4S 1G3
248,Café,43.697717,-79.396267,"1881 Yonge St (at Balliol St.), Toronto ON M4S 3C4",Toronto,M4S 3C4
249,Pub,43.696607,-79.396089,"1835 Yonge St (at Merton St.), Toronto ON M4S 1X8",Toronto,M4S 1X8
250,Pizzeria,43.698723,-79.396334,"1900 Yonge St, Toronto ON M4S 1Z2",Toronto,M4S 1Z2
251,Convenience Store,43.69826,-79.395745,"21 Davisville Ave (Yonge), Toronto ON M4S 1G3",Toronto,M4S 1G3
252,Optometrist,43.697717,-79.396267,"1881 Yonge St (Balliol), Toronto ON M4S 3C4",Toronto,M4S 3C4
253,Medical Center,43.696887,-79.396087,"1849 Yonge St (Davisville), Toronto ON M4S 1Y2",Toronto,M4S 1Y2
254,Park,43.697201,-79.399507,"201 Oriole Pky (Chaplin Crescent), Toronto ON M5P 2H4",Toronto,M5P 2H4
255,Pub,43.697293,-79.395918,"1867 Yonge St (btw Merton & Balliol), Toronto ON M4S 1Y5",Toronto,M4S 1Y5
256,Post Office,43.69773,-79.396082,"1881 Yonge St, Toronto ON M4S 3C4",Toronto,M4S 3C4
257,Café,43.64005,-79.396376,"66 Fort York Blvd (Fort York & Spadina), Toronto ON M5V 4A6",Toronto,M5V 4A6
258,Bubble Tea Shop,43.640057,-79.396283,"62 Fort York Blvd, Toronto ON M5V 4A6",Toronto,M5V 4A6
259,Dining and Drinking,43.639971,-79.39669,"82 Fort York Blvd, Toronto ON M5V 4A6",Toronto,M5V 4A6
260,Ramen Restaurant,43.639073,-79.39823,"115 Fort York Blvd (Fort York Blvd & Dan Leckie Way), Toronto ON M5V 0K2",Toronto,M5V 0K2
261,Caribbean Restaurant,43.638994,-79.398544,"121 Fort York Blvd (Dan Leckie Way), Toronto ON M5V 0K2",Toronto,M5V 0K2
262,Bar,43.638856,-79.398896,"135 Fort York Blvd, Toronto ON M5V 0K2",Toronto,M5V 0K2
263,Coffee Shop,43.640219,-79.393271,"2E Spadina Ave (Spadina & Fort York), Toronto ON M5V 3Y5",Toronto,M5V 3Y5
264,Library,43.639252,-79.400408,"190 Fort York Blvd, Toronto ON M5V 0E7",Toronto,M5V 0E7
265,Café,43.637321,-79.396081,"550 Queens Quay W, Toronto ON M5V 3M8",Toronto,M5V 3M8
266,Pub,43.667895,-79.403296,"14 Madison Ave (at Bloor St. W), Toronto ON M5R 2S1",Toronto,M5R 2S1
267,Japanese Restaurant,43.666966,-79.400623,"335 Bloor St W, Toronto ON M5S 1W7",Toronto,M5S 1W7
268,Bubble Tea Shop,43.667463,-79.400749,"337 Bloor St W (at St George St), Toronto ON M5S 1W7",Toronto,M5S 1W7
269,Bakery,43.66642,-79.40582,"370 Bloor St W (btwn Walmer & Dalton Rd), Toronto ON M5S 1X2",Toronto,M5S 1X2
270,Publisher,43.666085,-79.400389,"80 Bpnichol Lane, Toronto ON M5S 3J4",Toronto,M5S 3J4
271,Dining and Drinking,43.667548,-79.400341,"270 Bloor St W (St George), Toronto ON M5S 1V8",Toronto,M5S 1V8
272,Café,43.667466,-79.399159,"321 Bloor St W (at St. George St), Toronto ON M5S 1S5",Toronto,M5S 1S5
273,Museum,43.667346,-79.400029,"327 Bloor St W, Toronto ON M5S 1W7",Toronto,M5S 1W7
274,Café,43.667466,-79.399159,"321 Bloor St W (at St. George St), Toronto ON M5S 1S5",Toronto,M5S 1S5
275,Japanese Restaurant,43.666966,-79.400623,"335 Bloor St W, Toronto ON M5S 1W7",Toronto,M5S 1W7
276,Museum,43.667346,-79.400029,"327 Bloor St W, Toronto ON M5S 1W7",Toronto,M5S 1W7
277,Dining and Drinking,43.667548,-79.400341,"270 Bloor St W (St George), Toronto ON M5S 1V8",Toronto,M5S 1V8
278,Publisher,43.666085,-79.400389,"80 Bpnichol Lane, Toronto ON M5S 3J4",Toronto,M5S 3J4
279,Bubble Tea Shop,43.667463,-79.400749,"337 Bloor St W (at St George St), Toronto ON M5S 1W7",Toronto,M5S 1W7
280,Coffee Shop,43.668547,-79.397414,"1 Beford Ave (at Bloor St. W), Toronto ON M5R 2J7",Toronto,M5R 2J7
281,Cocktail Bar,43.667501,-79.400989,"280 Bloor St W, Toronto ON M5S 1V8",Toronto,M5S 1V8
282,Caterer,43.665414,-79.39958,"2 Sussex Dr, Toronto ON M8V 1W4",Toronto,M8V 1W4
283,Bar,43.648209,-79.384495,"150 King St W (at York St.), Toronto ON M5H 1J9",Toronto,M5H 1J9
284,Café,43.648032,-79.384607,"150 King St W (in the PATH), Toronto ON M5H 1J9",Toronto,M5H 1J9
285,Café,43.648494,-79.382109,"1 First Canadian Pl (btwn Bay & York st), Toronto ON M5X 1C1",Toronto,M5X 1C1
286,Gastropub,43.648972,-79.381718,"100 King St W, Toronto ON M5X 1A9",Toronto,M5X 1A9
287,Pizzeria,43.648456,-79.384955,"155 University Ave (at Pearl St), Toronto ON M5H 3B7",Toronto,M5H 3B7
288,Restaurant,43.64749,-79.381248,"66 Wellington St W (at Bay Street), Toronto ON M5K 1H6",Toronto,M5K 1H6
289,Steakhouse,43.649766,-79.383153,"120 Adelaide St W (at York St), Toronto ON M5H 1T1",Toronto,M5H 1T1
290,Café,43.648724,-79.385137,"165 University Ave (Adelaide St W), Toronto ON M5H 3B8",Toronto,M5H 3B8
291,Dining and Drinking,43.64732,-79.381268,"66 Wellington St W (btwn York & Bay St.), Toronto ON M5K 1J3",Toronto,M5K 1J3
292,Fast Food Restaurant,43.654736,-79.389695,"250 Dundas St W (Simcoe Street), Toronto ON M5T 2Z5",Toronto,M5T 2Z5
293,Café,43.654316,-79.390843,"281 Dundas St W (St Patrick And Dundas St W), Toronto ON M5T 1G1",Toronto,M5T 1G1
294,Ramen Restaurant,43.65503,-79.386422,"179 Dundas St W (btwn Centre Ave. & Chestnut St.), Toronto ON M5G 1C7",Toronto,M5G 1C7
295,Sushi Restaurant,43.654343,-79.390474,"275 Dundas St W, Toronto ON M5T 3K1",Toronto,M5T 3K1
296,Café,43.658525,-79.385436,"84 Gerrard St W (Gerrard & LaPlante), Toronto ON M5G 1J5",Toronto,M5G 1J5
297,Sushi Restaurant,43.655117,-79.38522,"122 Elizabeth St (at Dundas St. W), Toronto ON M5G 1P5",Toronto,M5G 1P5
298,Bar,43.654588,-79.391728,"136 McCaul St (at Dundas St.), Toronto ON M5T 1W2",Toronto,M5T 1W2
299,Fast Food Restaurant,43.653858,-79.390957,"109 McCaul St (at Dundas St. W), Toronto ON M5T 3K5",Toronto,M5T 3K5
300,Japanese Restaurant,43.655187,-79.385793,"157 Dundas St W, Toronto ON M5E 1B4",Toronto,M5E 1B4
301,Fish and Chips Shop,43.68869,-79.392206,"44 St Clair Ave E, Toronto ON M4T 1M9",Toronto,M4T 1M9
302,Bagel Shop,43.687105,-79.393919,"1438 Yonge St, Toronto ON M4T 1Y5",Toronto,M4T 1Y5
303,Library,43.68878,-79.392502,"40 St Clair Ave E (at Yonge St.), Toronto ON M4T 1M9",Toronto,M4T 1M9
304,Bistro,43.685963,-79.393409,"1366 Yonge St (Balmoral Ave.), Toronto ON M4T 3A7",Toronto,M4T 3A7
305,Business and Professional Services,43.688385,-79.390988,"79 St Clair Ave E, Toronto ON M4T 1L8",Toronto,M4T 1L8
306,Grocery Store,43.688634,-79.390654,"81 St Clair Ave E, Toronto ON M4T 1M7",Toronto,M4T 1M7
307,Deli,43.688868,-79.391299,"60 St Clair Ave E (btwn Avoca Ave. & Yonge St.), Toronto ON M4T 1N5",Toronto,M4T 1N5
308,Poutine Restaurant,43.65628,-79.453248,"1556 Bloor St W (Bloor St W & Dundas St W), Toronto ON M6P 1A4",Toronto,M6P 1A4
309,Coffee Shop,43.656167,-79.454025,"1578 Bloor St W, Toronto ON M6P 1A4",Toronto,M6P 1A4
310,Grocery Store,43.655294,-79.450611,"2290 Dundas St W (at Bloor St W), Toronto ON M6R 1X4",Toronto,M6R 1X4
311,Discount Store,43.656636,-79.45223,"2340 Dundas St W, Toronto ON M6P 4A9",Toronto,M6P 4A9
312,Arts and Entertainment,43.657332,-79.448087,"1426 Bloor St W, Toronto ON M6P 3L5",Toronto,M6P 3L5
313,College and University,43.656747,-79.452248,"2340 Dundas St W, Toronto ON M6P 4A9",Toronto,M6P 4A9
314,Physical Therapy Clinic,43.656762,-79.451268,"2340 Dundas St W (Bloor St W), Toronto ON M6P 4A9",Toronto,M6P 4A9
315,Physician,43.656151,-79.452713,"1539 Bloor St W (Dundas St.), Toronto ON M6P 1A5",Toronto,M6P 1A5
316,Pizzeria,43.65593,-79.454968,"1598 Bloor St W (Dundas), Toronto ON M6P 1A7",Toronto,M6P 1A7
317,Library,43.639252,-79.400408,"190 Fort York Blvd, Toronto ON M5V 0E7",Toronto,M5V 0E7
318,Bar,43.638856,-79.398896,"135 Fort York Blvd, Toronto ON M5V 0K2",Toronto,M5V 0K2
319,Ramen Restaurant,43.639073,-79.39823,"115 Fort York Blvd (Fort York Blvd & Dan Leckie Way), Toronto ON M5V 0K2",Toronto,M5V 0K2
320,Caribbean Restaurant,43.638994,-79.398544,"121 Fort York Blvd (Dan Leckie Way), Toronto ON M5V 0K2",Toronto,M5V 0K2
321,Grocery Store,43.641155,-79.402021,"28 Bathurst St (at Front St W), Toronto ON M5V 0R4",Toronto,M5V 0R4
322,"Cafe, Coffee, and Tea House",43.637463,-79.40031,"2 Bruyeres Mews (at Bathurst St), Toronto ON M5V 0G7",Toronto,M5V 0G7
323,Park,43.638742,-79.397383,"50 Fort York Blvd (at Dan Leckie Way), Toronto ON M5V 4A6",Toronto,M5V 4A6
324,Café,43.64005,-79.396376,"66 Fort York Blvd (Fort York & Spadina), Toronto ON M5V 4A6",Toronto,M5V 4A6
325,Brewery,43.640604,-79.403428,"28 Bathurst St, Toronto ON M5V 0R4",Toronto,M5V 0R4
326,Asian Restaurant,43.662735,-79.403221,"81 Harbord St, Toronto ON M5S 1G4",Toronto,M5S 1G4
327,Dessert Shop,43.662762,-79.402851,"73 Harbord St, Toronto ON M5S 1G4",Toronto,M5S 1G4
328,Italian Restaurant,43.663095,-79.402904,"88 Harbord St (Harbord & Spadina), Toronto ON M5S 1G5",Toronto,M5S 1G5
329,Dining and Drinking,43.662838,-79.404126,"196 Robert St, Toronto ON M5S 2K7",Toronto,M5S 2K7
330,French Restaurant,43.662951,-79.403349,"96 Harbord St, Toronto ON M5S 1G6",Toronto,M5S 1G6
331,Bookstore,43.663043,-79.402849,"84 Harbord St (at Spadina Ave.), Toronto ON M5S 1G5",Toronto,M5S 1G5
332,Bakery,43.662951,-79.403349,"100 Harbord St, Toronto ON M5S 1G6",Toronto,M5S 1G6
333,Beer Bar,43.662413,-79.404572,"119 Harbord St (at Major St), Toronto ON M5S 1G7",Toronto,M5S 1G7
334,American Restaurant,43.662604,-79.40348,"89 Harbord St, Toronto ON M5S 1G4",Toronto,M5S 1G4
335,Bakery,43.662478,-79.404442,"115 Harbord St (at Spadina Ave.), Toronto ON M5S 1G7",Toronto,M5S 1G7
336,Seafood Restaurant,43.665351,-79.461253,"2766 Dundas St W, Toronto ON M6P 1Y3",Toronto,M6P 1Y3
337,Burger Joint,43.665019,-79.455822,"1640 Dupont St (Edwin), Toronto ON M6P 3T2",Toronto,M6P 3T2
338,Café,43.664634,-79.455713,"1643 Dupont St, Toronto ON M6P 3S9",Toronto,M6P 3S9
339,Bakery,43.664865,-79.454862,"1617 Dupont St, Toronto ON M6P 3S8",Toronto,M6P 3S8
340,Café,43.664908,-79.455804,"1642 Dupont St (Edwin St), Toronto ON M6P 3T2",Toronto,M6P 3T2
341,Flea Market,43.665184,-79.46277,"390 Keele St (Indian Rd.), Toronto ON M6P 2K8",Toronto,M6P 2K8
342,Organic Grocery,43.668183,-79.464749,"43 Junction Rd, Toronto ON M6N 1B5",Toronto,M6N 1B5
343,Café,43.66509,-79.453308,"1571 Dupont St, Toronto ON M6P 3S5",Toronto,M6P 3S5
344,Jewelry Store,43.670425,-79.456364,"1960 Davenport Rd (Dupont and Lansdown), Toronto ON M6N 1C2",Toronto,M6N 1C2
345,American Restaurant,43.664641,-79.455621,"1635 Dupont St (Dupont & Edwin), Toronto ON M6P 3S9",Toronto,M6P 3S9
346,Poutine Restaurant,43.65628,-79.453248,"1556 Bloor St W (Bloor St W & Dundas St W), Toronto ON M6P 1A4",Toronto,M6P 1A4
347,Coffee Shop,43.656167,-79.454025,"1578 Bloor St W, Toronto ON M6P 1A4",Toronto,M6P 1A4
348,Discount Store,43.656636,-79.45223,"2340 Dundas St W, Toronto ON M6P 4A9",Toronto,M6P 4A9
349,Pizzeria,43.657594,-79.452945,"2385 Dundas St W (at Bloor St W), Toronto ON M6P 1X2",Toronto,M6P 1X2
350,Pizzeria,43.65593,-79.454968,"1598 Bloor St W (Dundas), Toronto ON M6P 1A7",Toronto,M6P 1A7
351,Café,43.659721,-79.453801,"2473 Dundas St W, Toronto ON M6P 1X3",Toronto,M6P 1X3
352,Sushi Restaurant,43.655765,-79.45569,"1620 Bloor St W (Btwn Dorval & Indian Rd.), Toronto ON M6P 1A7",Toronto,M6P 1A7
353,Arts and Entertainment,43.657332,-79.448087,"1426 Bloor St W, Toronto ON M6P 3L5",Toronto,M6P 3L5
354,Bookstore,43.657428,-79.402093,"323 College St, Toronto ON M5T 1S2",Toronto,M5T 1S2
355,Coffee Shop,43.657682,-79.402461,"324 College St, Toronto ON M5T 1S3",Toronto,M5T 1S3
356,Electronics Store,43.657112,-79.403352,"349 College St (at Augusta Ave), Toronto ON M5T 1S5",Toronto,M5T 1S5
357,Diner,43.657689,-79.402369,"320 College St (Major St), Toronto ON M5T 1S3",Toronto,M5T 1S3
358,Café,43.656656,-79.402671,"307 Augusta Ave (Btwn Oxford St & College St), Toronto ON M5T 2M2",Toronto,M5T 2M2
359,Pizzeria,43.657847,-79.401739,"302 College St (at Robert St), Toronto ON M5T 1R9",Toronto,M5T 1R9
360,Gastropub,43.656355,-79.402951,"256 Augusta Ave (at Oxford St), Toronto ON M5T 2L9",Toronto,M5T 2L9
361,Arts and Entertainment,43.656656,-79.402671,"303 Augusta Ave, Toronto ON M5T 2M2",Toronto,M5T 2M2
362,Comic Book Store,43.657428,-79.402093,"319 College St (Spadina), Toronto ON M5T 1S2",Toronto,M5T 1S2
363,Japanese Restaurant,43.660458,-79.378917,"398 Church St (McGill Street), Toronto ON M5B 2A2",Toronto,M5B 2A2
364,Ramen Restaurant,43.660399,-79.378954,"396 Church St (McGill Street), Toronto ON M5B 2A2",Toronto,M5B 2A2
365,Grocery Store,43.661978,-79.379626,"60 Carlton St, Toronto ON M5B 1J2",Toronto,M5B 1J2
366,Monument,43.662114,-79.380069,"60 Carlton St (at Church St), Toronto ON M5B 1J2",Toronto,M5B 1J2
367,Diner,43.662146,-79.377315,"105 Carlton St (Jarvis St), Toronto ON M5B 1M1",Toronto,M5B 1M1
368,Gay Bar,43.66299,-79.3796,"425 Church St (at Wood St.), Toronto ON M4Y 2C3",Toronto,M4Y 2C3
369,Tea Room,43.66125,-79.381147,"20 Carlton St, Toronto ON M5B 2H5",Toronto,M5B 2H5
370,Australian Restaurant,43.659283,-79.381956,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",Toronto,M5B 1S9
371,Café,43.661112,-79.381499,"25C Carlton St, Toronto ON M5B 1L4",Toronto,M5B 1L4
372,Department Store,43.659229,-79.382696,"382 Yonge St (Gerrard St), Toronto ON M5B 1S8",Toronto,M5B 1S8
373,Café,43.637321,-79.396081,"550 Queens Quay W, Toronto ON M5V 3M8",Toronto,M5V 3M8
374,Sushi Restaurant,43.636856,-79.397082,"600 Queens Quay W (Bathurst), Toronto ON M5V 3M3",Toronto,M5V 3M3
375,Café,43.637595,-79.393087,"466 Queens Quay W (Spadina), Toronto ON M5V 2Y3",Toronto,M5V 2Y3
376,Sushi Restaurant,43.636941,-79.396675,"550 Queens Quay W, Toronto ON M5V 3M8",Toronto,M5V 3M8
377,Park,43.635457,-79.397793,"659 Queen St W (Bathurst), Toronto ON M6J 1E6",Toronto,M6J 1E6
378,Coffee Shop,43.637753,-79.392458,"10 Lower Spadina Ave (Queens Quay W), Toronto ON M5V 2Z2",Toronto,M5V 2Z2
379,Ramen Restaurant,43.639073,-79.39823,"115 Fort York Blvd (Fort York Blvd & Dan Leckie Way), Toronto ON M5V 0K2",Toronto,M5V 0K2
380,Park,43.638742,-79.397383,"50 Fort York Blvd (at Dan Leckie Way), Toronto ON M5V 4A6",Toronto,M5V 4A6
381,Australian Restaurant,43.659283,-79.381956,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",Toronto,M5B 1S9
382,Department Store,43.659229,-79.382696,"382 Yonge St (Gerrard St), Toronto ON M5B 1S8",Toronto,M5B 1S8
383,Coffee Shop,43.658979,-79.383825,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",Toronto,M5G 2K2
384,Falafel Restaurant,43.661025,-79.382701,"439 Yonge St (College), Toronto ON M5B 1T3",Toronto,M5B 1T3
385,Grocery Store,43.661521,-79.382827,"2 Carlton St (at Yonge St.), Toronto ON M5B 1J3",Toronto,M5B 1J3
386,"Cafe, Coffee, and Tea House",43.658539,-79.385251,"70 Gerrard St W (Bay St), Toronto ON M5G 1J5",Toronto,M5G 1J5
387,Discount Store,43.660552,-79.384589,"777 Bay St (at College St. W), Toronto ON M5G 2C8",Toronto,M5G 2C8
388,Burger Joint,43.661409,-79.383604,"10 College St (at Yonge St.), Toronto ON M5G 1K2",Toronto,M5G 1K2
389,Karaoke Bar,43.658218,-79.381927,"360 Yonge St (at Elm St.), Toronto ON M5B 1S5",Toronto,M5B 1S5
390,Clothing Store,43.6423,-79.380843,"15 York St (Maple Leaf Square), Toronto ON M5J 0A3",Toronto,M5J 0A3
391,Lounge,43.643211,-79.379118,Toronto ON M5J 2L2,Toronto,M5J 2L2
392,Juice Bar,43.643462,-79.381075,"25 York St (In Telus Tower), Toronto ON M5J 2V5",Toronto,M5J 2V5
393,Café,43.644585,-79.381066,"65 Front St W (York St), Toronto ON M5J 1E6",Toronto,M5J 1E6
394,Beer Bar,43.644898,-79.381397,"65 Front St W, Toronto ON M5J 1E6",Toronto,M5J 1E6
395,Salad Restaurant,43.643146,-79.382333,"18 York St (Bremner Ave), Toronto ON M5J 2T8",Toronto,M5J 2T8
396,Coffee Shop,43.644847,-79.380547,"65 Front St W (btwn Bay St & York St), Toronto ON M5J 1E6",Toronto,M5J 1E6
397,Sports Bar,43.642634,-79.380102,"15 York St (at Bremner Blvd), Toronto ON M5J 0A3",Toronto,M5J 0A3
398,American Restaurant,43.667208,-79.373303,"209 Wellesley St E (btwn Bleecker & Ontario), Toronto ON M4X 1G1",Toronto,M4X 1G1
399,Bakery,43.666615,-79.376062,"154 Wellesley St E (at Sherbourne St), Toronto ON M4Y 1J3",Toronto,M4Y 1J3
400,Music Venue,43.66462,-79.374155,"410 Sherbourne St (at Carlton St.), Toronto ON M4X 1K2",Toronto,M4X 1K2
401,Diner,43.663454,-79.372426,"186 Carlton St (Bleeker St.), Toronto ON M5A 2K6",Toronto,M5A 2K6
402,BBQ Joint,43.663581,-79.370669,"193 Carlton St (at Ontario St.), Toronto ON M5A 2K7",Toronto,M5A 2K7
403,BBQ Joint,43.667842,-79.369195,"601 Parliament St (at Wellesley St. E), Toronto ON M4X 1P9",Toronto,M4X 1P9
404,Indian Restaurant,43.666889,-79.369184,"556 Parliament St (at Prospect St.), Toronto ON M4X 1P6",Toronto,M4X 1P6
405,Steakhouse,43.666769,-79.377817,"515 Jarvis St (Wellesley), Toronto ON M4Y 2H7",Toronto,M4Y 2H7
406,Bar,43.663581,-79.370669,"195 Carlton St, Toronto ON M5A 2K7",Toronto,M5A 2K7
407,Coffee Shop,43.640219,-79.393271,"2E Spadina Ave (Spadina & Fort York), Toronto ON M5V 3Y5",Toronto,M5V 3Y5
408,Coffee Shop,43.637753,-79.392458,"10 Lower Spadina Ave (Queens Quay W), Toronto ON M5V 2Z2",Toronto,M5V 2Z2
409,Café,43.64005,-79.396376,"66 Fort York Blvd (Fort York & Spadina), Toronto ON M5V 4A6",Toronto,M5V 4A6
410,Bubble Tea Shop,43.640057,-79.396283,"62 Fort York Blvd, Toronto ON M5V 4A6",Toronto,M5V 4A6
411,Café,43.637595,-79.393087,"466 Queens Quay W (Spadina), Toronto ON M5V 2Y3",Toronto,M5V 2Y3
412,Stadium,43.641044,-79.388869,Toronto ON M5V 1J1,Toronto,M5V 1J1
413,Scenic Lookout,43.637702,-79.391608,"1 Spadina Cres (at Queens Quay W), Toronto ON M5S 2J5",Toronto,M5S 2J5
414,Dining and Drinking,43.639971,-79.39669,"82 Fort York Blvd, Toronto ON M5V 4A6",Toronto,M5V 4A6
415,Ramen Restaurant,43.639073,-79.39823,"115 Fort York Blvd (Fort York Blvd & Dan Leckie Way), Toronto ON M5V 0K2",Toronto,M5V 0K2
416,Print Store,43.653929,-79.401581,"205 Augusta Ave (Denison Square), Toronto ON M5T 2L4",Toronto,M5T 2L4
417,Wine Bar,43.653818,-79.401564,"199 Augusta Ave, Toronto ON M5T 2L4",Toronto,M5T 2L4
418,Gourmet Store,43.654065,-79.402024,"190 Augusta Ave (at Denison Sq.), Toronto ON M5T 2L6",Toronto,M5T 2L6
419,Arts and Entertainment,43.654218,-79.400693,"60 Kensington Ave (at St. Andrew), Toronto ON M5T 2K1",Toronto,M5T 2K1
420,Café,43.654517,-79.401208,"191 Baldwin St (Kensington Market), Toronto ON M5T 1M1",Toronto,M5T 1M1
421,Fish Market,43.654699,-79.401798,"206 Baldwin St, Toronto ON M5T 1L8",Toronto,M5T 1L8
422,Café,43.653507,-79.400439,"28 Kensington Ave, Toronto ON M5T 2J9",Toronto,M5T 2J9
423,Mexican Restaurant,43.654297,-79.400378,"69 Kensington Ave (Baldwin St), Toronto ON M5T 2K2",Toronto,M5T 2K2
424,Italian Restaurant,43.658319,-79.44226,"1281 Bloor St W (Lansdowne), Toronto ON M6H 1N7",Toronto,M6H 1N7
425,Dive Bar,43.65828,-79.44202,"1241 Bloor St W, Toronto ON M6H 1N6",Toronto,M6H 1N6
426,"Cafe, Coffee, and Tea House",43.658504,-79.441261,"1251 Bloor St W, Toronto ON M6H 1N6",Toronto,M6H 1N6
427,Café,43.659357,-79.444952,"50 Wade Ave (at Jenet Ave), Toronto ON M6H 2Z3",Toronto,M6H 2Z3
428,Fast Food Restaurant,43.658943,-79.44063,"1260 Bloor St W (at Emerson Ave.), Toronto ON M6H 1N5",Toronto,M6H 1N5
429,Ice Cream Parlor,43.658187,-79.442519,"159 Lansdowne Ave, Toronto ON M6H 1N7",Toronto,M6H 1N7
430,Caribbean Restaurant,43.658325,-79.442168,"1279 Bloor St W (at Lansdowne Ave), Toronto ON M6H 1N7",Toronto,M6H 1N7
431,Bakery,43.659049,-79.439946,"1242 Bloor St W (Margueretta), Toronto ON M6H 1N5",Toronto,M6H 1N5
432,Bar,43.658716,-79.439892,"1211 Bloor St W (Margueretta), Toronto ON M6H 1N4",Toronto,M6H 1N4
433,Pizzeria,43.658527,-79.44248,"1308 Bloor St W (at Lansdowne), Toronto ON M6H 1N9",Toronto,M6H 1N9
434,Brewery,43.653662,-79.4453,"128A Sterling Rd, Toronto ON M6R 2B7",Toronto,M6R 2B7
435,Art Gallery,43.654086,-79.442563,"172 Saint Helens Ave, Toronto ON M6H 4A1",Toronto,M6H 4A1
436,Art Museum,43.654452,-79.44524,"158 Sterling Rd (Perth Ave), Toronto ON M6R 2B7",Toronto,M6R 2B7
