,POI,latitude,longitude,address,city,postCode
2736,Coffee Shop,43.646484,-79.395111,"101 Spadina Ave (btwn Adelaide St W & Oxley St), Toronto ON M5V 2K2",Toronto,M5V 2K2
2737,Japanese Restaurant,43.645275,-79.392441,"80 Blue Jays Way, Toronto ON M5V 2G3",Toronto,M5V 2G3
2738,Dining and Drinking,43.645334,-79.392404,"80 Blue Jays Way, Toronto ON M5V 2G3",Toronto,M5V 2G3
2739,Coffee Shop,43.652443,-79.372546,"113 Jarvis St (at Richmond St E), Toronto ON M5C 2H4",Toronto,M5C 2H4
2740,Café,43.652416,-79.372916,"120 Lombard St (at Jarvis St), Toronto ON M5C 3H5",Toronto,M5C 3H5
2741,Diner,43.653026,-79.37147,"129 George St (at Richmond St E), Toronto ON M5A 2M6",Toronto,M5A 2M6
2742,Speakeasy,43.65231,-79.3736,"100 Lombard St (at Jarvis St), Toronto ON M5C 1M3",Toronto,M5C 1M3
2743,Bar,43.651802,-79.372865,"138 Adelaide St E (at Jarvis St), Toronto ON M5C 1K9",Toronto,M5C 1K9
2744,Dining and Drinking,43.653321,-79.374369,"111C Queen St E (Church), Toronto ON M5C 1S2",Toronto,M5C 1S2
2745,Fish and Chips Shop,43.651566,-79.373809,"100 Adelaide St E (Jarvis), Toronto ON M5C 1K9",Toronto,M5C 1K9
2746,Dining and Drinking,43.653229,-79.374868,"99 Queen St E, Toronto ON M5C 1S1",Toronto,M5C 1S1
2747,Japanese Restaurant,43.651596,-79.374936,"81 Church St (at Adelaide St E), Toronto ON M5C 2G2",Toronto,M5C 2G2
2748,Pizzeria,43.653447,-79.369527,"294 Richmond St E, Toronto ON M5A 1P5",Toronto,M5A 1P5
2749,BBQ Joint,43.666536,-79.449659,"1444 Dupont St (Symington), Toronto ON M6P 4H3",Toronto,M6P 4H3
2750,Thai Restaurant,43.665197,-79.452624,"1551 Dupont St (Perth), Toronto ON M6P 3S5",Toronto,M6P 3S5
2751,Sports Bar,43.66609,-79.450382,"1482 Dupont Ave (Campbell Ave.), Toronto ON M6P 3S1",Toronto,M6P 3S1
2752,Café,43.66509,-79.453308,"1571 Dupont St, Toronto ON M6P 3S5",Toronto,M6P 3S5
2753,Bakery,43.664865,-79.454862,"1617 Dupont St, Toronto ON M6P 3S8",Toronto,M6P 3S8
2754,Beer Store,43.666383,-79.45099,"323 Symington Ave (at Dupont St), Toronto ON M6P 3X1",Toronto,M6P 3X1
2755,Burger Joint,43.665019,-79.455822,"1640 Dupont St (Edwin), Toronto ON M6P 3T2",Toronto,M6P 3T2
2756,Café,43.664634,-79.455713,"1643 Dupont St, Toronto ON M6P 3S9",Toronto,M6P 3S9
2757,Dining and Drinking,43.665588,-79.45264,"1534 Dupont St (Perth Ave), Toronto ON M6P 4G7",Toronto,M6P 4G7
2758,Park,43.650259,-79.374022,"106 King St (btwn Church St and Jarvis St), Toronto ON M9N 1L5",Toronto,M9N 1L5
2759,Optometrist,43.649833,-79.371383,"33 Jarvis St, Toronto ON M5E 1N3",Toronto,M5E 1N3
2760,Movie Theater,43.649687,-79.372622,"80 Front St E (at Jarvis St.), Toronto ON M5E 1T4",Toronto,M5E 1T4
2761,Art Gallery,43.649908,-79.373452,"115 King St, Toronto ON M9N 1L6",Toronto,M9N 1L6
2762,Bar,43.651802,-79.372865,"138 Adelaide St E (at Jarvis St), Toronto ON M5C 1K9",Toronto,M5C 1K9
2763,Farmers Market,43.648637,-79.371614,"93 Front St E (at Lower Jarvis St), Toronto ON M5E 1C3",Toronto,M5E 1C3
2764,Farmers Market,43.648819,-79.372204,"92 Front St E (at Jarvis St.), Toronto ON M5E 1C4",Toronto,M5E 1C4
2765,Burger Joint,43.649068,-79.37187,"95 Front St E (at Market St.), Toronto ON M5E 1C2",Toronto,M5E 1C2
2766,Grocery Store,43.650044,-79.370015,"120 Front St E (George), Toronto ON M5A 4L9",Toronto,M5A 4L9
2767,Bookstore,43.669001,-79.388835,"55 Bloor St W (at Bay St.), Toronto ON M4W 1A5",Toronto,M4W 1A5
2768,Restaurant,43.669622,-79.388793,"55 Bloor St W (at Bay St), Toronto ON M4W 1A5",Toronto,M4W 1A5
2769,Video Store,43.669013,-79.389444,"1172 Bay St (at Bloor St W), Toronto ON M5S 2B4",Toronto,M5S 2B4
2770,Vegan and Vegetarian Restaurant,43.670196,-79.389399,"1221 Bay St, Toronto ON M5R 3P5",Toronto,M5R 3P5
2771,Clothing Store,43.669397,-79.390347,"85 Bloor St W (Bellair St), Toronto ON M5S 1M1",Toronto,M5S 1M1
2772,Electronics Store,43.669688,-79.388663,"55 Bloor St W (Bay St.), Toronto ON M4W 1A5",Toronto,M4W 1A5
2773,Pizzeria,43.669992,-79.389881,"1200 Bay St, Toronto ON M5R 2A5",Toronto,M5R 2A5
2774,Department Store,43.670185,-79.387994,"50 Bloor St W (btwn Yonge St. and Bay St.), Toronto ON M4W 1A1",Toronto,M4W 1A1
2775,Clothing Store,43.669886,-79.390566,"82 Bloor St W (at Bay St), Toronto ON M5S 1L9",Toronto,M5S 1L9
2776,Middle Eastern Restaurant,43.670652,-79.39008,"1250 Bay St, Toronto ON M5R 2B1",Toronto,M5R 2B1
2777,Bookstore,43.669001,-79.388835,"55 Bloor St W (at Bay St.), Toronto ON M4W 1A5",Toronto,M4W 1A5
2778,Video Store,43.669013,-79.389444,"1172 Bay St (at Bloor St W), Toronto ON M5S 2B4",Toronto,M5S 2B4
2779,Restaurant,43.669622,-79.388793,"55 Bloor St W (at Bay St), Toronto ON M4W 1A5",Toronto,M4W 1A5
2780,Clothing Store,43.669397,-79.390347,"85 Bloor St W (Bellair St), Toronto ON M5S 1M1",Toronto,M5S 1M1
2781,Vegan and Vegetarian Restaurant,43.670196,-79.389399,"1221 Bay St, Toronto ON M5R 3P5",Toronto,M5R 3P5
2782,Pizzeria,43.669992,-79.389881,"1200 Bay St, Toronto ON M5R 2A5",Toronto,M5R 2A5
2783,Clothing Store,43.669886,-79.390566,"82 Bloor St W (at Bay St), Toronto ON M5S 1L9",Toronto,M5S 1L9
2784,Electronics Store,43.669688,-79.388663,"55 Bloor St W (Bay St.), Toronto ON M4W 1A5",Toronto,M4W 1A5
2785,Department Store,43.670185,-79.387994,"50 Bloor St W (btwn Yonge St. and Bay St.), Toronto ON M4W 1A1",Toronto,M4W 1A1
2786,Middle Eastern Restaurant,43.670652,-79.39008,"1250 Bay St, Toronto ON M5R 2B1",Toronto,M5R 2B1
2787,Mediterranean Restaurant,43.688341,-79.412457,"387 Spadina Rd, Toronto ON M5P 2W1",Toronto,M5P 2W1
2788,Café,43.688178,-79.412384,"383B Spadina Rd (Lonsdale), Toronto ON M5P 2W1",Toronto,M5P 2W1
2789,Coffee Shop,43.688973,-79.413026,"446 Spadina Rd (N of Lonsdale Rd), Toronto ON M5P 3M2",Toronto,M5P 3M2
2790,Bagel Shop,43.688948,-79.412601,"421 Spadina Rd (btwn Eglinton & St. Claire), Toronto ON M5P 2W3",Toronto,M5P 2W3
2791,Deli,43.68804,-79.412736,"396 Spadina Rd, Toronto ON M5P 2W2",Toronto,M5P 2W2
2792,Café,43.688837,-79.412583,"415 Spadina Rd (at Lonsdale Rd.), Toronto ON M5P 2W3",Toronto,M5P 2W3
2793,Juice Bar,43.688425,-79.412845,"406 Spadina Rd, Toronto ON M5P 2W2",Toronto,M5P 2W2
2794,Fast Food Restaurant,43.689032,-79.412988,"446 Spadina Rd, Toronto ON M5P 3M2",Toronto,M5P 3M2
2795,Pizzeria,43.688484,-79.412807,"333B Lonsdale Rd (at Spadina Rd.), Toronto ON M5P 1R3",Toronto,M5P 1R3
2796,Drugstore,43.688837,-79.412583,"417 Spadina Ave (Lonsdale Ave.), Toronto ON M5P 2W3",Toronto,M5P 2W3
2797,Fruit and Vegetable Store,43.684036,-79.415277,"396 St Clair Ave W (at Bathurst St.), Toronto ON M5P 3N3",Toronto,M5P 3N3
2798,Coffee Shop,43.684036,-79.415277,"396 St Clair Ave W, Toronto ON M5P 3N3",Toronto,M5P 3N3
2799,Clothing Store,43.684147,-79.415295,"396 St Clair Ave W (at Bathurst St.), Toronto ON M5P 3N3",Toronto,M5P 3N3
2800,Grocery Store,43.684036,-79.415277,"396 St Clair Ave W (at Wells Hill Ave), Toronto ON M5P 3N3",Toronto,M5P 3N3
2801,Ice Cream Parlor,43.682023,-79.419025,"36 Vaughan Rd (btwn Ellsworth Ave. & Hocken Ave.), Toronto ON M6G 2N3",Toronto,M6G 2N3
2802,Culinary School,43.683964,-79.4155,"396 St Clair Ave W, Toronto ON M5P 3N3",Toronto,M5P 3N3
2803,Health Food Store,43.682827,-79.41878,"513 St Clair Ave W (Bathurst), Toronto ON M6C 1A1",Toronto,M6C 1A1
2804,Bakery,43.683251,-79.419128,"518 St Clair Ave W (Bathurst), Toronto ON M6C 1A2",Toronto,M6C 1A2
2805,Café,43.681567,-79.418344,"16A Vaughan Rd, Toronto ON M6G 2N1",Toronto,M6G 2N1
2806,Café,43.657243,-79.376021,"106 Mutual St (btwn Dundas & Gould St), Toronto ON M5B 2R7",Toronto,M5B 2R7
2807,Japanese Restaurant,43.65689,-79.376245,"134 Dundas St E, Toronto ON M5B 1E2",Toronto,M5B 1E2
2808,Ramen Restaurant,43.656294,-79.377506,"91 Dundas St E (at Church St), Toronto ON M5B 2C8",Toronto,M5B 2C8
2809,Church,43.654962,-79.377294,"200 Church St (at Shuter St), Toronto ON M5B 1Z2",Toronto,M5B 1Z2
2810,Burrito Restaurant,43.656331,-79.378541,"74 Dundas St E, Toronto ON M5B 1C7",Toronto,M5B 1C7
2811,Museum,43.655678,-79.37825,"82 Bond St, Toronto ON M5B 1X2",Toronto,M5B 1X2
2812,Event Service,43.65799,-79.378103,"63 Gould St (Chruch), Toronto ON M5B 1E9",Toronto,M5B 1E9
2813,Dining and Drinking,43.653321,-79.374369,"111C Queen St E (Church), Toronto ON M5C 1S2",Toronto,M5C 1S2
2814,Dining and Drinking,43.653229,-79.374868,"99 Queen St E, Toronto ON M5C 1S1",Toronto,M5C 1S1
2815,Urban Park,43.661837,-79.374601,"19 Horticultural Ave (Carlton & Sherbourne), Toronto ON M5A 2P2",Toronto,M5A 2P2
2816,"Cafe, Coffee, and Tea House",43.637463,-79.40031,"2 Bruyeres Mews (at Bathurst St), Toronto ON M5V 0G7",Toronto,M5V 0G7
2817,Drugstore,43.637184,-79.399518,"15A Bathurst St (Lakeshore Blvd), Toronto ON M5V 0R9",Toronto,M5V 0R9
2818,Park,43.635457,-79.397793,"659 Queen St W (Bathurst), Toronto ON M6J 1E6",Toronto,M6J 1E6
2819,Library,43.639252,-79.400408,"190 Fort York Blvd, Toronto ON M5V 0E7",Toronto,M5V 0E7
2820,Coffee Shop,43.638307,-79.39951,"105 Housey St, Toronto ON M5V 0S4",Toronto,M5V 0S4
2821,Ramen Restaurant,43.639073,-79.39823,"115 Fort York Blvd (Fort York Blvd & Dan Leckie Way), Toronto ON M5V 0K2",Toronto,M5V 0K2
2822,Café,43.637321,-79.396081,"550 Queens Quay W, Toronto ON M5V 3M8",Toronto,M5V 3M8
2823,Caribbean Restaurant,43.638994,-79.398544,"121 Fort York Blvd (Dan Leckie Way), Toronto ON M5V 0K2",Toronto,M5V 0K2
2824,Bar,43.638856,-79.398896,"135 Fort York Blvd, Toronto ON M5V 0K2",Toronto,M5V 0K2
2825,Pizzeria,43.646951,-79.406451,"650 1/2 Queen St W (Palmerston Ave), Toronto ON M6J 1E4",Toronto,M6J 1E4
2826,Clothing Store,43.646408,-79.406972,"735 Queen St E (at Tecumseth St), Toronto ON M4M 1H1",Toronto,M4M 1H1
2827,Ramen Restaurant,43.64684,-79.406434,"646 Queen St W, Toronto ON M6J 1E4",Toronto,M6J 1E4
2828,Bakery,43.646645,-79.406029,"717 Queen St W (at Tecumseth St), Toronto ON M6J 1E6",Toronto,M6J 1E6
2829,Coffee Shop,43.646707,-79.407488,"676 Queen St W, Toronto ON M6J 1E5",Toronto,M6J 1E5
2830,Tailor,43.646655,-79.407433,"682 Queen St W, Toronto ON M6J 1E5",Toronto,M6J 1E5
2831,Café,43.646779,-79.407265,"668 Queen St E, Toronto ON M4M 1G8",Toronto,M4M 1G8
2832,Retail,43.646724,-79.405714,"709 Queen St W (btwn Bathurst & Tecumseh), Toronto ON M6J 1E6",Toronto,M6J 1E6
2833,Optometrist,43.646589,-79.407562,"684 Queen St W (at Euclid Ave), Toronto ON M6J 1E5",Toronto,M6J 1E5
2834,Cosmetics Store,43.647025,-79.405435,"622 Queen St W (Markham), Toronto ON M6J 1E4",Toronto,M6J 1E4
2835,Pub,43.6475,-79.379567,"187 Bay St (Wellington St W), Toronto ON M5L 1G5",Toronto,M5L 1G5
2836,Bar,43.647128,-79.379274,"181 Bay St (at Wellington St. W), Toronto ON M5J 2T3",Toronto,M5J 2T3
2837,Restaurant,43.64749,-79.381248,"66 Wellington St W (at Bay Street), Toronto ON M5K 1H6",Toronto,M5K 1H6
2838,Japanese Restaurant,43.646437,-79.378743,"161 Bay St, Toronto ON M5J 2S1",Toronto,M5J 2S1
2839,Dining and Drinking,43.64732,-79.381268,"66 Wellington St W (btwn York & Bay St.), Toronto ON M5K 1J3",Toronto,M5K 1J3
2840,Bakery,43.648546,-79.379079,"25 King St W, Toronto ON M5L 2A1",Toronto,M5L 2A1
2841,Museum,43.647047,-79.377298,"30 Yonge St (at Brookfield Pl.), Toronto ON M5E 1X8",Toronto,M5E 1X8
2842,Gastropub,43.648972,-79.381718,"100 King St W, Toronto ON M5X 1A9",Toronto,M5X 1A9
2843,Café,43.713398,-79.399986,"2552 Yonge St (Briar Hill), Toronto ON M4P 2J2",Toronto,M4P 2J2
2844,Clothing Store,43.71345,-79.400041,"2558 Yonge St, Toronto ON M4P 2J2",Toronto,M4P 2J2
2845,Pizzeria,43.713261,-79.399543,"2549 Yonge St (btwn. Sherwood Ave. and Keewatin Ave.), Toronto ON M4P 2H9",Toronto,M4P 2H9
2846,Dining and Drinking,43.713731,-79.400039,"2564 Yonge St (at Briar Hill Ave.), Toronto ON M4P 2J3",Toronto,M4P 2J3
2847,Thai Restaurant,43.713391,-79.400079,"2550 Yonge St (St Clements Ave.), Toronto ON M4P 2J2",Toronto,M4P 2J2
2848,Sporting Goods Retail,43.712883,-79.399342,"2529 Yonge St, Toronto ON M4P 2H9",Toronto,M4P 2H9
2849,Café,43.711877,-79.399275,"2489 Yonge St (Erksine Ave), Toronto ON M4P 2H6",Toronto,M4P 2H6
2850,Diner,43.71439,-79.400238,"2590 Yonge St (at Albertus Ave.), Toronto ON M4P 2J3",Toronto,M4P 2J3
2851,Mediterranean Restaurant,43.713046,-79.399415,"2537 Yonge St, Toronto ON M4P 2H9",Toronto,M4P 2H9
2852,Bakery,43.711491,-79.399167,"2471 Yonge St (Erskine), Toronto ON M4P 2H6",Toronto,M4P 2H6
2853,Art Gallery,43.649908,-79.373452,"115 King St, Toronto ON M9N 1L6",Toronto,M9N 1L6
2854,Church,43.650422,-79.374095,"65 Church St (at King St. E), Toronto ON M5C 2E9",Toronto,M5C 2E9
2855,Creperie,43.64999,-79.374634,"52 Church St, Toronto ON M9N 1N1",Toronto,M9N 1N1
2856,Movie Theater,43.649687,-79.372622,"80 Front St E (at Jarvis St.), Toronto ON M5E 1T4",Toronto,M5E 1T4
2857,Park,43.650259,-79.374022,"106 King St (btwn Church St and Jarvis St), Toronto ON M9N 1L5",Toronto,M9N 1L5
2858,Optometrist,43.649833,-79.371383,"33 Jarvis St, Toronto ON M5E 1N3",Toronto,M5E 1N3
2859,Farmers Market,43.648819,-79.372204,"92 Front St E (at Jarvis St.), Toronto ON M5E 1C4",Toronto,M5E 1C4
2860,Farmers Market,43.648637,-79.371614,"93 Front St E (at Lower Jarvis St), Toronto ON M5E 1C3",Toronto,M5E 1C3
2861,Beer Bar,43.648393,-79.373445,"67 Front St E (at Church St), Toronto ON M5E 1B5",Toronto,M5E 1B5
2862,Breakfast Spot,43.653268,-79.382074,"483 Bay St (Albert Street), Toronto ON M5G 2C9",Toronto,M5G 2C9
2863,Community and Government,43.653519,-79.384031,"100 Queen St W (at Bay St.), Toronto ON M5H 2N2",Toronto,M5H 2N2
2864,Bookstore,43.653624,-79.380261,"220 Yonge St, Toronto ON M5B 2H1",Toronto,M5B 2H1
2865,Cosmetics Store,43.653493,-79.38052,"220 Yonge St (in Toronto Eaton Centre), Toronto ON M5B 2H1",Toronto,M5B 2H1
2866,Electronics Store,43.652768,-79.380452,"220 Yonge St (Queen St W), Toronto ON M5B 2H1",Toronto,M5B 2H1
2867,Shopping Mall,43.65412,-79.380386,"220 Yonge St (btwn Queen & Dundas), Toronto ON M5B 2H1",Toronto,M5B 2H1
2868,Cosmetics Store,43.653572,-79.380206,"220 Yonge St (in Toronto Eaton Centre), Toronto ON M5B 2H1",Toronto,M5B 2H1
2869,Restaurant,43.654458,-79.381142,"220 Yonge St (in Toronto Eaton Centre), Toronto ON M5B 2H1",Toronto,M5B 2H1
2870,Park,43.662527,-79.389861,"111 Wellesley St W (at Wellesley Ave.), Toronto ON M7A 1A5",Toronto,M7A 1A5
2871,Government Department,43.662399,-79.391617,"111 Wellesley St W (at Queen's Park Crescent), Toronto ON M7A 1A2",Toronto,M7A 1A2
2872,Music Venue,43.6637,-79.394583,"7 Hart House Cir (University of Toronto), Toronto ON M5S 3H3",Toronto,M5S 3H3
2873,Fried Chicken Joint,43.665406,-79.387326,"995 Bay St (Phipps St.), Toronto ON M5S 3C4",Toronto,M5S 3C4
2874,Café,43.664218,-79.38667,"925 Bay St, Toronto ON M5S 3L4",Toronto,M5S 3L4
2875,Italian Restaurant,43.659865,-79.388642,"101 College St, Toronto ON M5G 1L7",Toronto,M5G 1L7
2876,Portuguese Restaurant,43.661815,-79.386521,"832 Bay St (Grenville St), Toronto ON M5S 1Z6",Toronto,M5S 1Z6
2877,Sushi Restaurant,43.665661,-79.3869,"33 Saint Joseph St (Yonge and Wellesley), Toronto ON M4Y 1J8",Toronto,M4Y 1J8
2878,Bubble Tea Shop,43.665748,-79.385698,"5 St Joseph St, Toronto ON M4Y 0B6",Toronto,M4Y 0B6
2879,Coffee Shop,43.660059,-79.385961,"770 Bay St, Toronto ON M5G 0A6",Toronto,M5G 0A6
2880,Discount Store,43.660552,-79.384589,"777 Bay St (at College St. W), Toronto ON M5G 2C8",Toronto,M5G 2C8
2881,Portuguese Restaurant,43.661815,-79.386521,"832 Bay St (Grenville St), Toronto ON M5S 1Z6",Toronto,M5S 1Z6
2882,Italian Restaurant,43.659865,-79.388642,"101 College St, Toronto ON M5G 1L7",Toronto,M5G 1L7
2883,"Cafe, Coffee, and Tea House",43.658539,-79.385251,"70 Gerrard St W (Bay St), Toronto ON M5G 1J5",Toronto,M5G 1J5
2884,Coffee Shop,43.658979,-79.383825,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",Toronto,M5G 2K2
2885,Café,43.658525,-79.385436,"84 Gerrard St W (Gerrard & LaPlante), Toronto ON M5G 1J5",Toronto,M5G 1J5
2886,Australian Restaurant,43.659283,-79.381956,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",Toronto,M5B 1S9
2887,Department Store,43.659229,-79.382696,"382 Yonge St (Gerrard St), Toronto ON M5B 1S8",Toronto,M5B 1S8
2888,Italian Restaurant,43.659865,-79.388642,"101 College St, Toronto ON M5G 1L7",Toronto,M5G 1L7
2889,Government Department,43.662399,-79.391617,"111 Wellesley St W (at Queen's Park Crescent), Toronto ON M7A 1A2",Toronto,M7A 1A2
2890,Café,43.658525,-79.385436,"84 Gerrard St W (Gerrard & LaPlante), Toronto ON M5G 1J5",Toronto,M5G 1J5
2891,Coffee Shop,43.660059,-79.385961,"770 Bay St, Toronto ON M5G 0A6",Toronto,M5G 0A6
2892,Bar,43.658801,-79.394784,"191 College St (Henry St), Toronto ON M5T 1P9",Toronto,M5T 1P9
2893,"Cafe, Coffee, and Tea House",43.658539,-79.385251,"70 Gerrard St W (Bay St), Toronto ON M5G 1J5",Toronto,M5G 1J5
2894,Portuguese Restaurant,43.661815,-79.386521,"832 Bay St (Grenville St), Toronto ON M5S 1Z6",Toronto,M5S 1Z6
2895,Café,43.655841,-79.392255,"166 McCaul St, Toronto ON M5T 1W4",Toronto,M5T 1W4
2896,Coffee Shop,43.658979,-79.383825,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",Toronto,M5G 2K2
2897,Café,43.654316,-79.390843,"281 Dundas St W (St Patrick And Dundas St W), Toronto ON M5T 1G1",Toronto,M5T 1G1
2898,Italian Restaurant,43.659865,-79.388642,"101 College St, Toronto ON M5G 1L7",Toronto,M5G 1L7
2899,Government Department,43.662399,-79.391617,"111 Wellesley St W (at Queen's Park Crescent), Toronto ON M7A 1A2",Toronto,M7A 1A2
2900,Coffee Shop,43.660059,-79.385961,"770 Bay St, Toronto ON M5G 0A6",Toronto,M5G 0A6
2901,Portuguese Restaurant,43.661815,-79.386521,"832 Bay St (Grenville St), Toronto ON M5S 1Z6",Toronto,M5S 1Z6
2902,Café,43.658525,-79.385436,"84 Gerrard St W (Gerrard & LaPlante), Toronto ON M5G 1J5",Toronto,M5G 1J5
2903,"Cafe, Coffee, and Tea House",43.658539,-79.385251,"70 Gerrard St W (Bay St), Toronto ON M5G 1J5",Toronto,M5G 1J5
2904,Coffee Shop,43.658979,-79.383825,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",Toronto,M5G 2K2
2905,Bar,43.658801,-79.394784,"191 College St (Henry St), Toronto ON M5T 1P9",Toronto,M5T 1P9
2906,Park,43.662527,-79.389861,"111 Wellesley St W (at Wellesley Ave.), Toronto ON M7A 1A5",Toronto,M7A 1A5
2907,Government Department,43.662399,-79.391617,"111 Wellesley St W (at Queen's Park Crescent), Toronto ON M7A 1A2",Toronto,M7A 1A2
2908,Italian Restaurant,43.659865,-79.388642,"101 College St, Toronto ON M5G 1L7",Toronto,M5G 1L7
2909,Portuguese Restaurant,43.661815,-79.386521,"832 Bay St (Grenville St), Toronto ON M5S 1Z6",Toronto,M5S 1Z6
2910,Park,43.662527,-79.389861,"111 Wellesley St W (at Wellesley Ave.), Toronto ON M7A 1A5",Toronto,M7A 1A5
2911,Coffee Shop,43.660059,-79.385961,"770 Bay St, Toronto ON M5G 0A6",Toronto,M5G 0A6
2912,Café,43.664218,-79.38667,"925 Bay St, Toronto ON M5S 3L4",Toronto,M5S 3L4
2913,Gym and Studio,43.663111,-79.384904,"20 Grosvenor St (btwn St. Vincent Ln & St. Lukes Ln), Toronto ON M4Y 2V5",Toronto,M4Y 2V5
2914,Fried Chicken Joint,43.665406,-79.387326,"995 Bay St (Phipps St.), Toronto ON M5S 3C4",Toronto,M5S 3C4
2915,Discount Store,43.660552,-79.384589,"777 Bay St (at College St. W), Toronto ON M5G 2C8",Toronto,M5G 2C8
2916,Café,43.658525,-79.385436,"84 Gerrard St W (Gerrard & LaPlante), Toronto ON M5G 1J5",Toronto,M5G 1J5
2917,Coffee Shop,43.660059,-79.385961,"770 Bay St, Toronto ON M5G 0A6",Toronto,M5G 0A6
2918,Italian Restaurant,43.659865,-79.388642,"101 College St, Toronto ON M5G 1L7",Toronto,M5G 1L7
2919,"Cafe, Coffee, and Tea House",43.658539,-79.385251,"70 Gerrard St W (Bay St), Toronto ON M5G 1J5",Toronto,M5G 1J5
2920,Café,43.658525,-79.385436,"84 Gerrard St W (Gerrard & LaPlante), Toronto ON M5G 1J5",Toronto,M5G 1J5
2921,Coffee Shop,43.658979,-79.383825,"44 Gerrard St W (Yonge St), Toronto ON M5G 2K2",Toronto,M5G 2K2
2922,Portuguese Restaurant,43.661815,-79.386521,"832 Bay St (Grenville St), Toronto ON M5S 1Z6",Toronto,M5S 1Z6
2923,Australian Restaurant,43.659283,-79.381956,"399 Yonge St (Gerrard St.), Toronto ON M5B 1S9",Toronto,M5B 1S9
2924,Department Store,43.659229,-79.382696,"382 Yonge St (Gerrard St), Toronto ON M5B 1S8",Toronto,M5B 1S8
2925,Bar,43.65738,-79.38343,"35 Elm St (at Bay St.), Toronto ON M5G 1H1",Toronto,M5G 1H1
2926,Sushi Restaurant,43.615087,-79.488395,"2391B Lake Shore Blvd W, Toronto ON M8V 1B7",Toronto,M8V 1B7
2927,Café,43.614034,-79.488973,"2415B Lake Shore Blvd Wes (at Mimico Ave.), Toronto ON M8V 1C5",Toronto,M8V 1C5
2928,Thai Restaurant,43.61331,-79.488902,"2451 Lake Shore Blvd W (Mimico), Toronto ON M8V 1C5",Toronto,M8V 1C5
2929,Spanish Restaurant,43.616452,-79.488148,"2350 Lake Shore Blvd W, Toronto ON M8V 1B6",Toronto,M8V 1B6
2930,Grocery Store,43.614688,-79.488471,"2399 Lake Shore Blvd W, Etobicoke ON M8V 1C5",Etobicoke,M8V 1C5
2931,Pizzeria,43.616746,-79.487962,"2336 Lake Shore Blvd W, Toronto ON M8V 1B6",Toronto,M8V 1B6
2932,Bakery,43.615146,-79.488358,"2391 Lake Shore Blvd W (at Superior Ave.), Toronto ON M8V 1B7",Toronto,M8V 1B7
2933,Non-Profit Organization,43.614641,-79.489117,"2422 Lake Shore Blvd W ((east of Mimico Av)), Toronto ON M8V 1C4",Toronto,M8V 1C4
2934,Chinese Restaurant,43.614408,-79.488472,"2403 Lake Shore Blvd W, Toronto ON M8V 1C5",Toronto,M8V 1C5
2935,Sushi Restaurant,43.625947,-79.477299,"84 Marine Parade Dr, Toronto ON M8V 0B7",Toronto,M8V 0B7
2936,Bar,43.626522,-79.477111,"68 Marine Parade Dr, Toronto ON M8V 0B7",Toronto,M8V 0B7
2937,Coffee Shop,43.626937,-79.478346,"14B Brookers Lane (Lakeshore W), Toronto ON M8V 0A4",Toronto,M8V 0A4
2938,Italian Restaurant,43.627208,-79.476941,"58 Marine Parade Dr, Toronto ON M8V 4G1",Toronto,M8V 4G1
2939,Café,43.626346,-79.477223,"78 Marine Parade Dr, Toronto ON M8V 0B7",Toronto,M8V 0B7
2940,Italian Restaurant,43.625476,-79.477597,"90 Marine Parade Dr, Etobicoke ON M8V 0H6",Etobicoke,M8V 0H6
2941,Grocery Store,43.626982,-79.478494,"16 Brookers Lane (at Lake Shore Blvd W), Toronto ON M8V 0A5",Toronto,M8V 0A5
2942,Park,43.637747,-79.45644,"1755 Lake Shore Blvd W (at Colborne Lodge Dr.), Toronto ON M6S 5A3",Toronto,M6S 5A3
2943,Swimming Pool,43.637912,-79.455718,"1755 Lakeshore Blvd W (Parkside Dr.), Toronto ON M6S 5A3",Toronto,M6S 5A3
2944,Café,43.63757,-79.456551,"1755 Lake Shore Blvd W, Toronto ON M6S 5A3",Toronto,M6S 5A3
2945,Medical Center,43.639563,-79.450796,"30 the Queensway, Toronto ON M6R 1B5",Toronto,M6R 1B5
2946,Other Great Outdoors,43.640409,-79.459952,"11 Colborne Lodge Dr (Queensway), Toronto ON M6R 2Z3",Toronto,M6R 2Z3
2947,Deli,43.638456,-79.475109,"45 Ripley Ave (South Kingsway), Toronto ON M6S 3P2",Toronto,M6S 3P2
2948,Liquor Store,43.638572,-79.475829,"22 Ripley Ave, Toronto ON M6S 3N9",Toronto,M6S 3N9
2949,Retail,43.637568,-79.474966,"6 Ripley Ave, Toronto ON M6S 3N9",Toronto,M6S 3N9
2950,Business and Professional Services,43.637616,-79.474319,"29 Ripley Ave, Toronto ON M6S 3P2",Toronto,M6S 3P2
2951,Bar,43.64979,-79.436824,"1665 Dundas St W (Margueretta St.), Toronto ON M6K 1V2",Toronto,M6K 1V2
2952,Bar,43.649733,-79.436067,"1631 Dundas St W (Brock Avenue), Toronto ON M6K 1V2",Toronto,M6K 1V2
2953,Café,43.649676,-79.43531,"1615 Dundas St W (Brock avenue), Toronto ON M6K 1T9",Toronto,M6K 1T9
